Hierarchical Name, Code Type, Description, Aggregate, List Order, Hierarchical Name, File Type, Classification, Folder Location, Coverage, Number Of Coding References, Reference Number, Coded By Initials, Modified On, Coded Text
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Halyard_Ardie, Document, , Files\\BWOH, 0.0057, 3, 2, AA, 12/14/2020 2:41:57 AM, insult 
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Halyard_Ardie, Document, , Files\\BWOH, 0.0057, 3, 3, NN, 7/17/2019 7:55:35 PM, "I went with a group of people from my church, four of us, young people, young women I should say went, and other people from Wisconsin, from the Baptist movement."
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Hedgeman_Arnold, Document, , Files\\BWOH, 0.0005, 8, 1, NN, 7/17/2019 7:55:35 PM, whole Prohibition movement
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Hedgeman_Arnold, Document, , Files\\BWOH, 0.0005, 8, 2, NN, 7/17/2019 7:55:35 PM, he was in the whole freedom movement-
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Hedgeman_Arnold, Document, , Files\\BWOH, 0.0005, 8, 3, NN, 7/17/2019 7:55:35 PM, "So, I decided that I would approach churches and universities and business people in the North, and really somehow get a movement going."
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Hedgeman_Arnold, Document, , Files\\BWOH, 0.0005, 8, 4, NN, 7/17/2019 7:55:35 PM,  the student movement.
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Hedgeman_Arnold, Document, , Files\\BWOH, 0.0005, 8, 5, NN, 7/17/2019 7:55:35 PM, added insult to injury
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Hedgeman_Arnold, Document, , Files\\BWOH, 0.0005, 8, 6, NN, 7/17/2019 7:55:35 PM, student movement
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Hedgeman_Arnold, Document, , Files\\BWOH, 0.0005, 8, 7, NN, 7/17/2019 7:55:35 PM, trade union movement
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Hedgeman_Arnold, Document, , Files\\BWOH, 0.0005, 8, 8, NN, 7/17/2019 7:55:35 PM, Non-violence
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Height_Dorothy, Document, , Files\\BWOH, 0.0000, 1, 1, AA, 11/30/2020 9:28:57 AM, " teenagers were being harassed by the police, "
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Jackson_Ellen, Document, , Files\\BWOH, 0.0001, 5, 1, AA, 11/30/2020 9:28:57 AM, outrage
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Jackson_Ellen, Document, , Files\\BWOH, 0.0001, 5, 2, AA, 11/30/2020 9:28:57 AM, "outrage,"
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Jackson_Ellen, Document, , Files\\BWOH, 0.0001, 5, 3, AA, 11/30/2020 9:28:57 AM, " Playboy,"
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Jackson_Ellen, Document, , Files\\BWOH, 0.0001, 5, 4, AA, 11/30/2020 9:28:57 AM, Playboy
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Jackson_Ellen, Document, , Files\\BWOH, 0.0001, 5, 5, AA, 11/30/2020 9:28:57 AM, Playboy Club.
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Kemp_Maida, Document, , Files\\BWOH, 0.0000, 1, 1, AA, 11/30/2020 9:28:57 AM, insult
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Matthews_Miriam, Document, , Files\\BWOH, 0.0000, 1, 1, AA, 11/30/2020 9:28:57 AM, insult 
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Parks_Rosa, Document, , Files\\BWOH, 0.0005, 2, 1, AA, 12/14/2020 3:03:21 AM, harassment
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Parks_Rosa, Document, , Files\\BWOH, 0.0005, 2, 2, AA, 12/14/2020 3:03:15 AM, harassment 
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Scott_Esther, Document, , Files\\BWOH, 0.0050, 1, 1, NN, 7/17/2019 7:55:35 PM, "They were burned beyond recognition, and they said the body was a body of Jesse Dawt's brother, a colored man that attempted rape on a white girl. TD: That was in the city... EMS: Vicksburg, Mississippi. TD: About how old were you then when you saw that?Ã¯Â»Â¿21 EMS: I was seven or eight years old. We dare not to talk about it, we dare not to say anything, it was just there, what the gasoline... TD: As a child, if you were seven years old, somebody must have told you. EMS: My father, my mother's husband told me, I think it was. TD: Told you that...he identified these charred bodies and the fact that... EMS: Well, the people were talking... TD: Attempted rape...a seven-year-old child does not necessarily know what attempted rape would be. EMS: No. Because I doubt it seriously if they used the word rape back in them days. TD: What word did they use? EMS: I think they used the word that they insulted a white girl. TD: I see. He insulted a white...insulting is a little different from rape. EMS"
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWOH\\BWOH_Snowden_Muriel, Document, , Files\\BWOH, 0.0000, 1, 1, AA, 11/30/2020 9:28:57 AM,  insult 
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Baumgarten_Sylvia, Document, , Files\\BWSP, 0.0003, 1, 1, NJMS, 8/1/2019 7:20:54 PM,  I got an outrage letter from an on-campus young man and I wrote him a letter back
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Black_Lois, Document, , Files\\BWSP, 0.0026, 2, 1, NJMS, 8/1/2019 7:20:54 PM, (inaudible) might be talked [00:18:00] about but did not lead to any overt efforts to change that or no outrage
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Black_Lois, Document, , Files\\BWSP, 0.0026, 2, 2, NJMS, 8/1/2019 7:20:54 PM, "Certainly intellectually, I had wonderful opportunities did open up and I took advantage of them"
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Brown_Janice, Document, , Files\\BWSP, 0.0001, 1, 1, NJMS, 8/1/2019 7:20:54 PM, it was an insult to people's intelligence
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Burroughs_Marjorie, Document, , Files\\BWSP, 0.0156, 1, 1, NJMS, 7/12/2020 3:15:00 PM, "Raab: Were most of the classes, most of the professors, like that? Burroughs: No, some were [laughter] much more easy-going. Let me think--¦there was Professor Johnson, I think his name was Albert Johnson. He taught French. And uh, he was quite a playboy. He attended all the dances, and loved dancing with all the girls [Laughter]. Raab: How did the girls like him? Burroughs: Oh, they appreciated him very much [Laughter]. They liked him. And uh, he was quite easy-going, but he was a good French teacher, and I think I had two years with him. And he really, he really was a good teacher"
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Cogan_Martha_2, Document, , Files\\BWSP, 0.0000, 1, 1, AA, 11/30/2020 9:28:57 AM, harassed 
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Dannenberg_Carol, Document, , Files\\BWSP, 0.0002, 1, 1, AA, 11/30/2020 9:28:57 AM, harassment
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_English_Lydia, Document, , Files\\BWSP, 0.0064, 1, 1, NJMS, 8/1/2019 7:20:54 PM, I do recall a racial article in the Dartmouth Review when people were just outraged and there was all kinds of discussion back and forth in academic publications like the ""Chronicle of Higher Education"" and people were speaking out about it on the outrage about it.
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Gorton_Arlene_2, Document, , Files\\BWSP, 0.0013, 1, 1, NJMS, 8/1/2019 7:20:54 PM, " So, they took advantage of what we gave them, but they didn't contribute to the battle"
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Hopkins-Stapleton_Doris, Document, , Files\\BWSP, 0.0012, 2, 1, NJMS, 8/1/2019 7:20:54 PM, I don't think I interfered in their personal lives as much as my mother did in mine
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Hopkins-Stapleton_Doris, Document, , Files\\BWSP, 0.0012, 2, 2, NJMS, 8/1/2019 7:20:54 PM, "And you could see, a cloche interfered with the thing in the back, this way."
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Johnson_Gladys, Document, , Files\\BWSP, 0.0117, 1, 1, NJMS, 7/12/2020 3:15:00 PM, " But, I really do think there were so many opportunities: there was the opera house, there was the art gallery, and, of course, the gallery on the campus - Ann Berry Brown, I think it is [BJA: Yes.] - did you ever see and do they still have ""The Rape of Poland"" there? BJA: I'm not sure. GPJ: A huge canvas, and I use to go back there to see that and to feel so sorry for Poland who was being, and is still being ... "
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Miller_Kristie, Document, , Files\\BWSP, 0.0001, 1, 1, AA, 11/30/2020 9:28:57 AM,  outrage
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Palmer_Alison, Document, , Files\\BWSP, 0.0000, 3, 1, AA, 11/30/2020 9:28:57 AM,  harassed 
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Palmer_Alison, Document, , Files\\BWSP, 0.0000, 3, 2, AA, 11/30/2020 9:28:57 AM, seduce 
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Palmer_Alison, Document, , Files\\BWSP, 0.0000, 3, 3, AA, 11/30/2020 9:28:57 AM, " harassment, "
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Roitman_Rose, Document, , Files\\BWSP, 0.0003, 1, 1, AA, 11/30/2020 9:28:57 AM,  playboy;
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Testa_Dorothy, Document, , Files\\BWSP, 0.0057, 1, 1, NJMS, 7/12/2020 3:15:00 PM, " I don't know if you've heard of posture pictures. That was another requirement that everyone had to have, at Pembroke, was a posture picture. This meant that in the basement of Sayles Gym, you took off all your clothes except underpants, and had to stand [06:00] forward and sideways and have your picture taken by the gym instructors. KW: Was this for spinal correcting? DT: I don't know what it was for, but it was not for Playboy. It was dreadful. It came out almost in a silhouette, and it would show if you stooped your shoulders, if you weren't standing up straight, if you were fat, if you were thin. Terrible. And I remember Jan Lutz taking those pictures. We could've died."
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Wenig_Margaret_2, Document, , Files\\BWSP, 0.0094, 2, 1, NJMS, 8/1/2019 7:20:54 PM, I had prepared a sermon on the weekly scripture reading and I didnÃ¢Â€Â™t think that I had anything to add to the outrage that I knew my congregants already felt.
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\BWSP\\BWSP_Wenig_Margaret_2, Document, , Files\\BWSP, 0.0094, 2, 2, NJMS, 7/12/2020 3:15:00 PM, "And it was actually the Sisterhood of Reformed Judaism which is now called the Women of Reform Judaism, who first passed a resolution calling for the repeal of antisodomy laws or sodomy laws that made sodomy illegal. And then and thenÃ¢Â€Â¦ people began losing their jobs as they came out or as police officers entered their home and found them [25:00:00] committing this illegal act of sodomy and if you have a family member or college friend who loses his or her job simply because he is in love with a man or she is in love with a woman, um, you begin to realize how wrong that discrimination is"
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Abron_Lilia, Document, , Files\\HM, 0.0007, 3, 1, AA, 11/30/2020 9:28:57 AM, "Get sick of these people thinking that we aren't training our kids properly and everything. This is an insult, dah, dah, dah, dah, dah."
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Abron_Lilia, Document, , Files\\HM, 0.0007, 3, 2, NS, 9/10/2020 7:39:11 PM, "This is an insult, dah, dah, dah, dah, dah. "
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Abron_Lilia, Document, , Files\\HM, 0.0007, 3, 3, EBF, 12/14/2020 9:24:25 AM, "This is an insult, dah, dah, dah, dah, dah."
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Aiyetoro_Adjoa, Document, , Files\\HM, 0.0003, 1, 1, NS, 9/10/2020 7:39:11 PM, " That's where Clarence Thomas was, but I didn't know him (laughter)"
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Amoore_Renee, Document, , Files\\HM, 0.0178, 1, 1, EBF, 12/14/2020 9:24:25 AM, "Speaker 2: Yeah, I, you know, Supreme Court Justice Clarence Thomas is different and unique. I think he has done a lot of good things, and people just don't know because they can't hear it because they see and hear other things that he says. And I think it is important for him to really get people to understand who he really is and about. It might not be important to him as it is for us or for me in particular, but I think he has some things that he can let our community know so they just don't always hear that hard line. That, that's one thing and that's one thing that I've shared with him because I think that's important. I think Condi Rice [Condoleeza Rice] is absolutely fabulous. I think that people respect her for who she is. She is brilliant, knows what she's doing, and I don't think she always follows that hard line. Again, and if she does, it's the way it's presented and I think that some of our black Republicans that are hard lines that people may know like Clarence Thomas or whatever, it's all how we present, you know, and all how we carry our self and all how we give to the community or don't, and people don't see him giving to the community. They see him following that hard line just so he can be a token or whatever people might want to call him because I'm sure you've heard those names that they call him. But, I think there's more to him than that if he just would reach out a little bit more I think that would help. Story_ID: 70034 Speaker 1: What, what would you--do you have maybe an example of something that maybe he [Clarence Thomas] has done. I, I don't what to make this just about him, but you mentioned that he's done some things that pe--people don't know about. Are those in the context of being a Supreme Court Justice? Speaker 2: I think there, there's a couple of things. I think some of his decisions are right on time. You know looking at them and stuff like that and I try to keep up with it 'cause I like history and, and things like that that go on. I think one thing is like a personal thing or family thing where he's, you know, adopted or taken in one of his relative's child because they just couldn't do it. Because we always as black folks tend to take care of each other and our families or we used to a lot, but that's something that people may not know, and this kid loves Clarence Thomas"
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Andrews_Dina, Document, , Files\\HM, 0.0012, 4, 1, NJMS, 7/12/2020 2:32:14 PM, "You know, and number two, you know, it was really, you know, an insult to me, you know, to ask me to go on a salary and, you know, stop paying me my management commission, you know, after all the sacrifices, you know, that I had gone through-and even losing my job, you know, behind the whole thing."
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Andrews_Dina, Document, , Files\\HM, 0.0012, 4, 2, NS, 9/10/2020 7:39:11 PM, "You know, and number two, you know, it was really, you know, an insult to me, you know, to ask me to go on a salary and, you know, stop paying me my management commission, you know, after all the sacrifices, you know, that I had gone through-and even losing my job, you know, behind the whole thing"
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Andrews_Dina, Document, , Files\\HM, 0.0012, 4, 3, AA, 11/30/2020 9:28:57 AM, ", it was really, you know, an insult to me, you know, to ask me to go on a salary"
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Andrews_Dina, Document, , Files\\HM, 0.0012, 4, 4, EBF, 12/14/2020 9:24:25 AM, insult
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Angelou_Maya, Document, , Files\\HM, 0.0006, 3, 1, NJMS, 7/12/2020 2:42:16 PM, She harassed me for months
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Angelou_Maya, Document, , Files\\HM, 0.0006, 3, 2, NS, 9/10/2020 7:39:11 PM, She harassed me for months.
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Angelou_Maya, Document, , Files\\HM, 0.0006, 3, 3, EBF, 12/14/2020 9:24:25 AM, harassed 
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Armstead_Joshie, Document, , Files\\HM, 0.0001, 4, 1, AA, 11/30/2020 9:28:57 AM,  He was a lady's man. 
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Armstead_Joshie, Document, , Files\\HM, 0.0001, 4, 2, NS, 9/10/2020 7:39:11 PM, He was a lady's man.
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Armstead_Joshie, Document, , Files\\HM, 0.0001, 4, 3, NS, 9/10/2020 7:39:11 PM, He was a lady's man.
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Armstead_Joshie, Document, , Files\\HM, 0.0001, 4, 4, EBF, 12/14/2020 9:24:25 AM,  lady's man. 
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Ashley-Ward_Amelia, Document, , Files\\HM, 0.0008, 3, 1, EBF, 12/14/2020 9:24:25 AM, "the house. My--they eventually divorced, but when he came out here, you know, he became a playboy. You "
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Ashley-Ward_Amelia, Document, , Files\\HM, 0.0008, 3, 2, NS, 9/10/2020 7:39:11 PM, " My--they eventually divorced, but when he came out here, you know, he became a playboy"
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Ashley-Ward_Amelia, Document, , Files\\HM, 0.0008, 3, 3, AA, 11/30/2020 9:28:57 AM,  playboy. 
Nodes\\Errors, Node, Use these codes to identify false hits. Provide enough context (e.g. the entire sentence) for us to understand the usage. Do not use Event (extent) code on errors., True, 202, Files\\HM\\HM_Baiocchi_Regina, Document, , Files\\HM, 0.0010, 1, 1, NS, 9/10/2020 7:39:11 PM, " And to add injury to insult, one of my younger sisters was still at Dunbar High School, and she would--she did not respect me as a teacher."
