filename,word,count
BWOH_Boyd_Norma.txt,women,35
BWOH_Boyd_Norma.txt,home,35
BWOH_Boyd_Norma.txt,people,35
BWOH_Boyd_Norma.txt,oh,35
BWOH_Boyd_Norma.txt,never,29
BWOH_Boyd_Norma.txt,father,29
BWOH_Boyd_Norma.txt,yes,29
BWOH_Boyd_Norma.txt,sorority,28
BWOH_Cass_Melnea.txt,mac,874
BWOH_Cass_Melnea.txt,tlm,823
BWOH_Cass_Melnea.txt,one,322
BWOH_Cass_Melnea.txt,well,289
BWOH_Cass_Melnea.txt,yes,276
BWOH_Cass_Melnea.txt,people,222
BWOH_Cass_Melnea.txt,oh,222
BWOH_Cass_Melnea.txt,right,189
BWOH_Cass_Melnea.txt,time,172
BWOH_Cass_Melnea.txt,like,170
BWOH_Cass_Melnea.txt,women,170
BWOH_Cass_Melnea.txt,could,163
BWOH_Cass_Melnea.txt,things,155
BWOH_Cass_Melnea.txt,years,151
BWOH_Cass_Melnea.txt,would,139
BWOH_Cass_Melnea.txt,school,134
BWOH_Cass_Melnea.txt,boston,129
BWOH_Cass_Melnea.txt,house,128
BWOH_Cass_Melnea.txt,two,117
BWOH_Cass_Melnea.txt,us,116
BWOH_Chinn_May.txt,mc,763
BWOH_Chinn_May.txt,ed,724
BWOH_Chinn_May.txt,yes,246
BWOH_Chinn_May.txt,right,191
BWOH_Chinn_May.txt,well,183
BWOH_Chinn_May.txt,would,172
BWOH_Chinn_May.txt,one,150
BWOH_Chinn_May.txt,oh,125
BWOH_Chinn_May.txt,school,111
BWOH_Chinn_May.txt,could,103
BWOH_Chinn_May.txt,time,97
BWOH_Chinn_May.txt,mother,81
BWOH_Chinn_May.txt,new,79
BWOH_Chinn_May.txt,thing,79
BWOH_Chinn_May.txt,little,78
BWOH_Chinn_May.txt,negro,76
BWOH_Chinn_May.txt,father,76
BWOH_Chinn_May.txt,back,67
BWOH_Chinn_May.txt,york,66
BWOH_Chinn_May.txt,years,63
BWOH_Craft_Juanita.txt,would,105
BWOH_Craft_Juanita.txt,people,81
BWOH_Craft_Juanita.txt,one,71
BWOH_Craft_Juanita.txt,time,65
BWOH_Craft_Juanita.txt,years,53
BWOH_Craft_Juanita.txt,us,46
BWOH_Craft_Juanita.txt,jjc,41
BWOH_Craft_Juanita.txt,school,41
BWOH_Craft_Juanita.txt,city,40
BWOH_Craft_Juanita.txt,many,38
BWOH_Craft_Juanita.txt,country,38
BWOH_Craft_Juanita.txt,things,37
BWOH_Craft_Juanita.txt,could,36
BWOH_Craft_Juanita.txt,dallas,35
BWOH_Craft_Juanita.txt,texas,34
BWOH_Craft_Juanita.txt,man,34
BWOH_Craft_Juanita.txt,back,33
BWOH_Craft_Juanita.txt,mother,31
BWOH_Craft_Juanita.txt,young,31
BWOH_Craft_Juanita.txt,little,30
BWOH_Dickson_Clara.txt,cd,143
BWOH_Dickson_Clara.txt,mg,143
BWOH_Dickson_Clara.txt,time,33
BWOH_Dickson_Clara.txt,school,33
BWOH_Dickson_Clara.txt,years,31
BWOH_Dickson_Clara.txt,home,30
BWOH_Dickson_Clara.txt,yes,29
BWOH_Dickson_Clara.txt,children,28
BWOH_Dickson_Clara.txt,well,28
BWOH_Dickson_Clara.txt,boston,27
BWOH_Dickson_Clara.txt,father,26
BWOH_Dickson_Clara.txt,one,24
BWOH_Dickson_Clara.txt,mashpee,24
BWOH_Dickson_Clara.txt,people,24
BWOH_Dickson_Clara.txt,could,23
BWOH_Dickson_Clara.txt,would,22
BWOH_Dickson_Clara.txt,husband,22
BWOH_Dickson_Clara.txt,family,21
BWOH_Dickson_Clara.txt,many,20
BWOH_Dickson_Clara.txt,back,19
BWOH_Dunnigan_Alice.txt,school,128
BWOH_Dunnigan_Alice.txt,would,114
BWOH_Dunnigan_Alice.txt,aad,97
BWOH_Dunnigan_Alice.txt,one,95
BWOH_Dunnigan_Alice.txt,job,74
BWOH_Dunnigan_Alice.txt,black,71
BWOH_Dunnigan_Alice.txt,could,70
BWOH_Dunnigan_Alice.txt,mmg,68
BWOH_Dunnigan_Alice.txt,women,63
BWOH_Dunnigan_Alice.txt,time,60
BWOH_Dunnigan_Alice.txt,little,55
BWOH_Dunnigan_Alice.txt,home,49
BWOH_Dunnigan_Alice.txt,white,46
BWOH_Dunnigan_Alice.txt,people,45
BWOH_Dunnigan_Alice.txt,well,45
BWOH_Dunnigan_Alice.txt,first,41
BWOH_Dunnigan_Alice.txt,two,40
BWOH_Dunnigan_Alice.txt,work,39
BWOH_Dunnigan_Alice.txt,back,35
BWOH_Dunnigan_Alice.txt,year,32
BWOH_Duster_Alfreda.txt,mother,105
BWOH_Duster_Alfreda.txt,ad,97
BWOH_Duster_Alfreda.txt,people,94
BWOH_Duster_Alfreda.txt,time,90
BWOH_Duster_Alfreda.txt,one,89
BWOH_Duster_Alfreda.txt,would,76
BWOH_Duster_Alfreda.txt,mg,65
BWOH_Duster_Alfreda.txt,school,65
BWOH_Duster_Alfreda.txt,father,60
BWOH_Duster_Alfreda.txt,black,59
BWOH_Duster_Alfreda.txt,family,58
BWOH_Duster_Alfreda.txt,chicago,57
BWOH_Duster_Alfreda.txt,course,56
BWOH_Duster_Alfreda.txt,life,56
BWOH_Duster_Alfreda.txt,years,54
BWOH_Duster_Alfreda.txt,home,51
BWOH_Duster_Alfreda.txt,things,51
BWOH_Duster_Alfreda.txt,children,50
BWOH_Duster_Alfreda.txt,back,49
BWOH_Duster_Alfreda.txt,college,42
BWOH_Dykes_Eva.txt,yes,155
BWOH_Dykes_Eva.txt,ebb,121
BWOH_Dykes_Eva.txt,university,118
BWOH_Dykes_Eva.txt,ht,105
BWOH_Dykes_Eva.txt,women,87
BWOH_Dykes_Eva.txt,well,79
BWOH_Dykes_Eva.txt,one,76
BWOH_Dykes_Eva.txt,library,75
BWOH_Dykes_Eva.txt,history,75
BWOH_Dykes_Eva.txt,harvard,73
BWOH_Dykes_Eva.txt,howard,72
BWOH_Dykes_Eva.txt,schlesinger,72
BWOH_Dykes_Eva.txt,eed,66
BWOH_Dykes_Eva.txt,mt,59
BWOH_Dykes_Eva.txt,would,52
BWOH_Dykes_Eva.txt,time,49
BWOH_Dykes_Eva.txt,dykes,48
BWOH_Dykes_Eva.txt,many,43
BWOH_Dykes_Eva.txt,people,43
BWOH_Dykes_Eva.txt,black,41
BWOH_Eberhardt_Mae.txt,mg,276
BWOH_Eberhardt_Mae.txt,would,116
BWOH_Eberhardt_Mae.txt,well,100
BWOH_Eberhardt_Mae.txt,union,79
BWOH_Eberhardt_Mae.txt,black,78
BWOH_Eberhardt_Mae.txt,could,60
BWOH_Eberhardt_Mae.txt,yes,59
BWOH_Eberhardt_Mae.txt,one,58
BWOH_Eberhardt_Mae.txt,women,55
BWOH_Eberhardt_Mae.txt,people,51
BWOH_Eberhardt_Mae.txt,time,46
BWOH_Eberhardt_Mae.txt,name,42
BWOH_Eberhardt_Mae.txt,mother,42
BWOH_Eberhardt_Mae.txt,way,35
BWOH_Eberhardt_Mae.txt,new,34
BWOH_Eberhardt_Mae.txt,right,34
BWOH_Eberhardt_Mae.txt,thing,33
BWOH_Eberhardt_Mae.txt,like,33
BWOH_Eberhardt_Mae.txt,us,33
BWOH_Eberhardt_Mae.txt,jersey,30
BWOH_Edmonds_Florence.txt,fje,453
BWOH_Edmonds_Florence.txt,reh,441
BWOH_Edmonds_Florence.txt,well,159
BWOH_Edmonds_Florence.txt,would,117
BWOH_Edmonds_Florence.txt,yes,116
BWOH_Edmonds_Florence.txt,one,108
BWOH_Edmonds_Florence.txt,church,83
BWOH_Edmonds_Florence.txt,time,81
BWOH_Edmonds_Florence.txt,school,80
BWOH_Edmonds_Florence.txt,back,70
BWOH_Edmonds_Florence.txt,never,70
BWOH_Edmonds_Florence.txt,children,67
BWOH_Edmonds_Florence.txt,really,63
BWOH_Edmonds_Florence.txt,black,59
BWOH_Edmonds_Florence.txt,people,59
BWOH_Edmonds_Florence.txt,home,57
BWOH_Edmonds_Florence.txt,years,52
BWOH_Edmonds_Florence.txt,hospital,50
BWOH_Edmonds_Florence.txt,oh,49
BWOH_Edmonds_Florence.txt,much,47
BWOH_Edwards_Lena.txt,lfe,558
BWOH_Edwards_Lena.txt,p,313
BWOH_Edwards_Lena.txt,mt,202
BWOH_Edwards_Lena.txt,one,189
BWOH_Edwards_Lena.txt,people,147
BWOH_Edwards_Lena.txt,well,128
BWOH_Edwards_Lena.txt,time,113
BWOH_Edwards_Lena.txt,yes,104
BWOH_Edwards_Lena.txt,years,92
BWOH_Edwards_Lena.txt,like,88
BWOH_Edwards_Lena.txt,school,85
BWOH_Edwards_Lena.txt,oh,81
BWOH_Edwards_Lena.txt,two,79
BWOH_Edwards_Lena.txt,good,78
BWOH_Edwards_Lena.txt,would,75
BWOH_Edwards_Lena.txt,right,74
BWOH_Edwards_Lena.txt,yeah,70
BWOH_Edwards_Lena.txt,doctor,69
BWOH_Edwards_Lena.txt,could,67
BWOH_Edwards_Lena.txt,little,67
BWOH_Ferebee_Dorothy.txt,df,181
BWOH_Ferebee_Dorothy.txt,mt,170
BWOH_Ferebee_Dorothy.txt,yes,105
BWOH_Ferebee_Dorothy.txt,women,85
BWOH_Ferebee_Dorothy.txt,would,83
BWOH_Ferebee_Dorothy.txt,health,77
BWOH_Ferebee_Dorothy.txt,university,70
BWOH_Ferebee_Dorothy.txt,one,64
BWOH_Ferebee_Dorothy.txt,school,59
BWOH_Ferebee_Dorothy.txt,children,57
BWOH_Ferebee_Dorothy.txt,howard,55
BWOH_Ferebee_Dorothy.txt,house,50
BWOH_Ferebee_Dorothy.txt,people,49
BWOH_Ferebee_Dorothy.txt,well,49
BWOH_Ferebee_Dorothy.txt,time,48
BWOH_Ferebee_Dorothy.txt,washington,46
BWOH_Ferebee_Dorothy.txt,little,45
BWOH_Ferebee_Dorothy.txt,able,43
BWOH_Ferebee_Dorothy.txt,service,41
BWOH_Ferebee_Dorothy.txt,ferebee,40
BWOH_Fisher_Minnie.txt,mf,96
BWOH_Fisher_Minnie.txt,dr,88
BWOH_Fisher_Minnie.txt,bayou,57
BWOH_Fisher_Minnie.txt,mound,52
BWOH_Fisher_Minnie.txt,people,43
BWOH_Fisher_Minnie.txt,well,43
BWOH_Fisher_Minnie.txt,children,36
BWOH_Fisher_Minnie.txt,fisher,35
BWOH_Fisher_Minnie.txt,things,33
BWOH_Fisher_Minnie.txt,one,33
BWOH_Fisher_Minnie.txt,school,31
BWOH_Fisher_Minnie.txt,something,29
BWOH_Fisher_Minnie.txt,years,27
BWOH_Fisher_Minnie.txt,time,26
BWOH_Fisher_Minnie.txt,would,25
BWOH_Fisher_Minnie.txt,church,25
BWOH_Fisher_Minnie.txt,black,23
BWOH_Fisher_Minnie.txt,lot,23
BWOH_Fisher_Minnie.txt,us,22
BWOH_Fisher_Minnie.txt,white,22
BWOH_Flippin_Katherine.txt,kf,932
BWOH_Flippin_Katherine.txt,dl,916
BWOH_Flippin_Katherine.txt,yes,373
BWOH_Flippin_Katherine.txt,school,357
BWOH_Flippin_Katherine.txt,well,289
BWOH_Flippin_Katherine.txt,would,268
BWOH_Flippin_Katherine.txt,time,265
BWOH_Flippin_Katherine.txt,one,254
BWOH_Flippin_Katherine.txt,oh,226
BWOH_Flippin_Katherine.txt,people,200
BWOH_Flippin_Katherine.txt,could,191
BWOH_Flippin_Katherine.txt,program,184
BWOH_Flippin_Katherine.txt,francisco,177
BWOH_Flippin_Katherine.txt,san,166
BWOH_Flippin_Katherine.txt,children,156
BWOH_Flippin_Katherine.txt,mother,154
BWOH_Flippin_Katherine.txt,group,129
BWOH_Flippin_Katherine.txt,war,125
BWOH_Flippin_Katherine.txt,also,123
BWOH_Flippin_Katherine.txt,community,115
BWOH_Gayton_Virginia.txt,vg,187
BWOH_Gayton_Virginia.txt,mg,182
BWOH_Gayton_Virginia.txt,yes,76
BWOH_Gayton_Virginia.txt,black,64
BWOH_Gayton_Virginia.txt,well,60
BWOH_Gayton_Virginia.txt,family,43
BWOH_Gayton_Virginia.txt,school,42
BWOH_Gayton_Virginia.txt,name,41
BWOH_Gayton_Virginia.txt,one,38
BWOH_Gayton_Virginia.txt,father,37
BWOH_Gayton_Virginia.txt,time,36
BWOH_Gayton_Virginia.txt,people,33
BWOH_Gayton_Virginia.txt,children,29
BWOH_Gayton_Virginia.txt,would,28
BWOH_Gayton_Virginia.txt,course,28
BWOH_Gayton_Virginia.txt,seattle,27
BWOH_Gayton_Virginia.txt,washington,26
BWOH_Gayton_Virginia.txt,years,26
BWOH_Gayton_Virginia.txt,life,25
BWOH_Gayton_Virginia.txt,good,23
BWOH_George_Zelma.txt,would,255
BWOH_George_Zelma.txt,one,253
BWOH_George_Zelma.txt,people,238
BWOH_George_Zelma.txt,could,197
BWOH_George_Zelma.txt,zg,181
BWOH_George_Zelma.txt,mg,179
BWOH_George_Zelma.txt,time,173
BWOH_George_Zelma.txt,well,170
BWOH_George_Zelma.txt,father,148
BWOH_George_Zelma.txt,black,143
BWOH_George_Zelma.txt,school,129
BWOH_George_Zelma.txt,many,119
BWOH_George_Zelma.txt,mother,119
BWOH_George_Zelma.txt,things,112
BWOH_George_Zelma.txt,first,105
BWOH_George_Zelma.txt,good,99
BWOH_George_Zelma.txt,years,99
BWOH_George_Zelma.txt,women,97
BWOH_George_Zelma.txt,never,96
BWOH_George_Zelma.txt,way,96
BWOH_Grant_Frances.txt,one,177
BWOH_Grant_Frances.txt,fog,117
BWOH_Grant_Frances.txt,school,99
BWOH_Grant_Frances.txt,course,96
BWOH_Grant_Frances.txt,people,95
BWOH_Grant_Frances.txt,time,88
BWOH_Grant_Frances.txt,well,86
BWOH_Grant_Frances.txt,could,80
BWOH_Grant_Frances.txt,many,77
BWOH_Grant_Frances.txt,would,77
BWOH_Grant_Frances.txt,mr,76
BWOH_Grant_Frances.txt,new,75
BWOH_Grant_Frances.txt,little,74
BWOH_Grant_Frances.txt,two,61
BWOH_Grant_Frances.txt,years,59
BWOH_Grant_Frances.txt,great,56
BWOH_Grant_Frances.txt,us,55
BWOH_Grant_Frances.txt,back,53
BWOH_Grant_Frances.txt,interesting,52
BWOH_Grant_Frances.txt,negro,52
BWOH_Halyard_Ardie.txt,ah,138
BWOH_Halyard_Ardie.txt,mg,117
BWOH_Halyard_Ardie.txt,would,78
BWOH_Halyard_Ardie.txt,one,64
BWOH_Halyard_Ardie.txt,people,56
BWOH_Halyard_Ardie.txt,well,55
BWOH_Halyard_Ardie.txt,time,53
BWOH_Halyard_Ardie.txt,years,46
BWOH_Halyard_Ardie.txt,could,41
BWOH_Halyard_Ardie.txt,many,39
BWOH_Halyard_Ardie.txt,name,37
BWOH_Halyard_Ardie.txt,father,37
BWOH_Halyard_Ardie.txt,work,32
BWOH_Halyard_Ardie.txt,mother,31
BWOH_Halyard_Ardie.txt,school,30
BWOH_Halyard_Ardie.txt,milwaukee,29
BWOH_Halyard_Ardie.txt,things,29
BWOH_Halyard_Ardie.txt,black,28
BWOH_Halyard_Ardie.txt,loan,28
BWOH_Halyard_Ardie.txt,husband,26
BWOH_Harrison_Pleasant.txt,ph,385
BWOH_Harrison_Pleasant.txt,mg,339
BWOH_Harrison_Pleasant.txt,would,287
BWOH_Harrison_Pleasant.txt,could,193
BWOH_Harrison_Pleasant.txt,mother,171
BWOH_Harrison_Pleasant.txt,one,162
BWOH_Harrison_Pleasant.txt,time,153
BWOH_Harrison_Pleasant.txt,people,138
BWOH_Harrison_Pleasant.txt,well,112
BWOH_Harrison_Pleasant.txt,like,110
BWOH_Harrison_Pleasant.txt,father,107
BWOH_Harrison_Pleasant.txt,man,98
BWOH_Harrison_Pleasant.txt,back,96
BWOH_Harrison_Pleasant.txt,right,87
BWOH_Harrison_Pleasant.txt,house,84
BWOH_Harrison_Pleasant.txt,things,73
BWOH_Harrison_Pleasant.txt,children,72
BWOH_Harrison_Pleasant.txt,day,70
BWOH_Harrison_Pleasant.txt,woman,69
BWOH_Harrison_Pleasant.txt,little,66
BWOH_Hedgeman_Arnold.txt,ed,1324
BWOH_Hedgeman_Arnold.txt,ah,1324
BWOH_Hedgeman_Arnold.txt,people,371
BWOH_Hedgeman_Arnold.txt,yes,364
BWOH_Hedgeman_Arnold.txt,one,353
BWOH_Hedgeman_Arnold.txt,well,292
BWOH_Hedgeman_Arnold.txt,would,285
BWOH_Hedgeman_Arnold.txt,time,283
BWOH_Hedgeman_Arnold.txt,could,268
BWOH_Hedgeman_Arnold.txt,really,238
BWOH_Hedgeman_Arnold.txt,page,210
BWOH_Hedgeman_Arnold.txt,right,199
BWOH_Hedgeman_Arnold.txt,oh,194
BWOH_Hedgeman_Arnold.txt,us,192
BWOH_Hedgeman_Arnold.txt,new,192
BWOH_Hedgeman_Arnold.txt,way,183
BWOH_Hedgeman_Arnold.txt,first,182
BWOH_Hedgeman_Arnold.txt,women,151
BWOH_Hedgeman_Arnold.txt,always,144
BWOH_Hedgeman_Arnold.txt,back,139
BWOH_Height_Dorothy.txt,dh,839
BWOH_Height_Dorothy.txt,pc,794
BWOH_Height_Dorothy.txt,would,722
BWOH_Height_Dorothy.txt,women,696
BWOH_Height_Dorothy.txt,people,677
BWOH_Height_Dorothy.txt,well,550
BWOH_Height_Dorothy.txt,one,528
BWOH_Height_Dorothy.txt,could,392
BWOH_Height_Dorothy.txt,things,381
BWOH_Height_Dorothy.txt,time,333
BWOH_Height_Dorothy.txt,thing,332
BWOH_Height_Dorothy.txt,us,304
BWOH_Height_Dorothy.txt,yes,299
BWOH_Height_Dorothy.txt,like,277
BWOH_Height_Dorothy.txt,black,274
BWOH_Height_Dorothy.txt,kind,261
BWOH_Height_Dorothy.txt,something,247
BWOH_Height_Dorothy.txt,really,237
BWOH_Height_Dorothy.txt,way,231
BWOH_Height_Dorothy.txt,national,229
BWOH_Hester_Beulah.txt,would,255
BWOH_Hester_Beulah.txt,could,203
BWOH_Hester_Beulah.txt,one,174
BWOH_Hester_Beulah.txt,like,169
BWOH_Hester_Beulah.txt,bh,158
BWOH_Hester_Beulah.txt,well,156
BWOH_Hester_Beulah.txt,mother,152
BWOH_Hester_Beulah.txt,time,146
BWOH_Hester_Beulah.txt,people,138
BWOH_Hester_Beulah.txt,hester,120
BWOH_Hester_Beulah.txt,school,120
BWOH_Hester_Beulah.txt,right,117
BWOH_Hester_Beulah.txt,fb,110
BWOH_Hester_Beulah.txt,beulah,105
BWOH_Hester_Beulah.txt,house,102
BWOH_Hester_Beulah.txt,home,101
BWOH_Hester_Beulah.txt,back,100
BWOH_Hester_Beulah.txt,things,94
BWOH_Hester_Beulah.txt,something,89
BWOH_Hester_Beulah.txt,way,86
BWOH_Hill_May.txt,mh,231
BWOH_Hill_May.txt,mt,215
BWOH_Hill_May.txt,school,143
BWOH_Hill_May.txt,children,95
BWOH_Hill_May.txt,university,77
BWOH_Hill_May.txt,would,77
BWOH_Hill_May.txt,well,74
BWOH_Hill_May.txt,yes,72
BWOH_Hill_May.txt,one,67
BWOH_Hill_May.txt,time,65
BWOH_Hill_May.txt,home,60
BWOH_Hill_May.txt,back,58
BWOH_Hill_May.txt,father,55
BWOH_Hill_May.txt,work,53
BWOH_Hill_May.txt,mother,49
BWOH_Hill_May.txt,high,49
BWOH_Hill_May.txt,two,44
BWOH_Hill_May.txt,family,43
BWOH_Hill_May.txt,year,43
BWOH_Hill_May.txt,california,43
BWOH_Holmes_Margaret.txt,hair,59
BWOH_Holmes_Margaret.txt,mch,56
BWOH_Holmes_Margaret.txt,mg,50
BWOH_Holmes_Margaret.txt,could,33
BWOH_Holmes_Margaret.txt,time,30
BWOH_Holmes_Margaret.txt,would,30
BWOH_Holmes_Margaret.txt,shop,29
BWOH_Holmes_Margaret.txt,well,26
BWOH_Holmes_Margaret.txt,women,26
BWOH_Holmes_Margaret.txt,sister,23
BWOH_Holmes_Margaret.txt,black,21
BWOH_Holmes_Margaret.txt,beauty,18
BWOH_Holmes_Margaret.txt,home,18
BWOH_Holmes_Margaret.txt,children,18
BWOH_Holmes_Margaret.txt,years,18
BWOH_Holmes_Margaret.txt,one,16
BWOH_Holmes_Margaret.txt,us,16
BWOH_Holmes_Margaret.txt,work,16
BWOH_Holmes_Margaret.txt,people,16
BWOH_Holmes_Margaret.txt,meta,16
BWOH_Hunter_Clementine.txt,ch,217
BWOH_Hunter_Clementine.txt,drr,203
BWOH_Hunter_Clementine.txt,well,50
BWOH_Hunter_Clementine.txt,yeah,39
BWOH_Hunter_Clementine.txt,would,28
BWOH_Hunter_Clementine.txt,one,26
BWOH_Hunter_Clementine.txt,people,23
BWOH_Hunter_Clementine.txt,school,21
BWOH_Hunter_Clementine.txt,like,21
BWOH_Hunter_Clementine.txt,right,20
BWOH_Hunter_Clementine.txt,black,17
BWOH_Hunter_Clementine.txt,time,16
BWOH_Hunter_Clementine.txt,good,16
BWOH_Hunter_Clementine.txt,clementine,15
BWOH_Hunter_Clementine.txt,something,15
BWOH_Hunter_Clementine.txt,church,15
BWOH_Hunter_Clementine.txt,yes,14
